"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0006950",5.89783190255442e-09,1,512,2278,"response to stress","BP"
"GO:0016477",5.92663721235079e-09,1,208,828,"cell migration","BP"
"GO:0001816",6.80555113891787e-09,1,129,446,"cytokine production","BP"
"GO:0010941",7.42189768983959e-09,1,267,1085,"regulation of cell death","BP"
"GO:0042273",1.07571069156098e-08,0.999999997681056,34,63,"ribosomal large subunit biogenesis","BP"
"GO:0050865",1.43627787623101e-08,1,108,359,"regulation of cell activation","BP"
"GO:0022610",1.53443235655736e-08,1,258,1080,"biological adhesion","BP"
"GO:0030098",1.74612522717314e-08,1,84,264,"lymphocyte differentiation","BP"
"GO:0048870",1.792893712753e-08,1,218,885,"cell motility","BP"
"GO:0051674",1.792893712753e-08,1,218,885,"localization of cell","BP"
"03008",1.8337065718208e-08,0.99999999561759,35,72,"Ribosome biogenesis in eukaryotes","KEGG"
"GO:0001817",1.86635788637887e-08,1,116,397,"regulation of cytokine production","BP"
"GO:0070661",1.97630112235924e-08,1,72,210,"leukocyte proliferation","BP"
"GO:0030099",2.05592526348047e-08,1,93,292,"myeloid cell differentiation","BP"
"GO:0001906",2.10840891571204e-08,0.999999994871419,35,74,"cell killing","BP"
"GO:0032943",2.17075821078863e-08,1,71,207,"mononuclear cell proliferation","BP"
"GO:0003723",2.54817539723731e-08,1,347,1421,"RNA binding","MF"
"GO:0007155",2.74306705081123e-08,1,255,1072,"cell adhesion","BP"
"GO:1903706",2.77575160267515e-08,1,87,267,"regulation of hemopoiesis","BP"
"GO:0048584",2.79470312305985e-08,1,290,1222,"positive regulation of response to stimulus","BP"
"GO:0005488",2.94368580162234e-08,1,1685,8645,"binding","MF"
"GO:0034660",3.29706732012478e-08,1,116,380,"ncRNA metabolic process","BP"
"GO:0046651",3.4441861254932e-08,1,70,205,"lymphocyte proliferation","BP"
"GO:0008219",3.85238268455928e-08,1,327,1394,"cell death","BP"
"GO:0043067",4.3821323405203e-08,1,246,1003,"regulation of programmed cell death","BP"
"GO:1901564",4.846486542535e-08,1,335,1358,"organonitrogen compound metabolic process","BP"
"GO:0050789",5.09695226584086e-08,1,1316,6672,"regulation of biological process","BP"
"GO:0048872",5.35258601163142e-08,1,78,243,"homeostasis of number of cells","BP"
"GO:0001909",5.66813615917107e-08,0.999999986559434,32,67,"leukocyte mediated cytotoxicity","BP"
"GO:0042113",5.74035072618872e-08,0.999999977047096,64,186,"B cell activation","BP"
"GO:0009987",5.91076094957419e-08,1,1857,9605,"cellular process","BP"
"GO:0007165",6.1736836829814e-08,1,629,3010,"signal transduction","BP"
"GO:0051239",6.85611688721067e-08,1,394,1776,"regulation of multicellular organismal process","BP"
"GO:0002694",7.6007497461851e-08,1,100,335,"regulation of leukocyte activation","BP"
"05322",8.51693400098764e-08,0.999999973150466,48,97,"Systemic lupus erythematosus","KEGG"
"GO:0012501",9.45690323110758e-08,1,306,1301,"programmed cell death","BP"
"GO:0060548",1.03996550505301e-07,1,173,668,"negative regulation of cell death","BP"
"GO:0006954",1.10362625264099e-07,1,111,380,"inflammatory response","BP"
"GO:0002683",1.14596107675554e-07,1,89,279,"negative regulation of immune system process","BP"
"GO:0042981",1.18266255995462e-07,1,241,991,"regulation of apoptotic process","BP"
"GO:0040011",1.40224760880842e-07,1,235,994,"locomotion","BP"
"GO:0006915",1.67187187766531e-07,1,300,1280,"apoptotic process","BP"
"GO:0002449",1.77469147911893e-07,0.999999928813248,60,172,"lymphocyte mediated immunity","BP"
"GO:0042221",1.83721166260126e-07,1,451,2076,"response to chemical","BP"
"GO:0051249",1.8740989495175e-07,1,89,294,"regulation of lymphocyte activation","BP"
"GO:0044085",2.00646838797866e-07,1,447,1978,"cellular component biogenesis","BP"
"GO:0050794",2.09740795417396e-07,1,1252,6356,"regulation of cellular process","BP"
"GO:2000145",2.21728750659612e-07,1,136,518,"regulation of cell motility","BP"
"GO:0044763",2.34780151206907e-07,1,1419,7257,"single-organism cellular process","BP"
"GO:0034470",2.69976407185706e-07,1,93,294,"ncRNA processing","BP"
"GO:0007159",2.76597646399429e-07,1,104,361,"leukocyte cell-cell adhesion","BP"
"GO:0040012",2.79534932831587e-07,1,141,544,"regulation of locomotion","BP"
"GO:0000470",3.27109101414136e-07,0.999999963924072,17,25,"maturation of LSU-rRNA","BP"
"GO:0070887",3.35522739267743e-07,1,337,1505,"cellular response to chemical stimulus","BP"
"GO:0043069",3.50075695862598e-07,1,158,610,"negative regulation of programmed cell death","BP"
"GO:0051270",3.6359235954706e-07,1,144,563,"regulation of cellular component movement","BP"
"GO:0007166",3.83383114652093e-07,1,325,1463,"cell surface receptor signaling pathway","BP"
"GO:0030334",4.63668337315944e-07,1,129,493,"regulation of cell migration","BP"
"GO:0045087",4.90600017369064e-07,1,112,394,"innate immune response","BP"
"GO:0030515",5.23376228260981e-07,0.999999937117701,17,26,"snoRNA binding","MF"
"GO:0002250",6.85472317513923e-07,1,78,255,"adaptive immune response","BP"
"GO:0002699",1.18429835077402e-06,0.999999558174864,46,126,"positive regulation of immune effector process","BP"
"GO:0065007",1.30384900618784e-06,0.99999913381501,1366,7003,"biological regulation","BP"
"GO:0070663",1.3087321303102e-06,0.999999458065815,55,160,"regulation of leukocyte proliferation","BP"
"GO:0050830",1.33490550806764e-06,0.999999686656065,26,52,"defense response to Gram-positive bacterium","BP"
"GO:0032944",1.43247606611907e-06,0.999999409989689,54,157,"regulation of mononuclear cell proliferation","BP"
"GO:0032101",1.51823683701799e-06,0.999999429253574,133,497,"regulation of response to external stimulus","BP"
"GO:0002768",1.70434000971051e-06,0.999999367858301,44,122,"immune response-regulating cell surface receptor signaling pathway","BP"
"GO:0001819",1.81764669287928e-06,0.999999389026826,78,258,"positive regulation of cytokine production","BP"
"GO:0043066",1.82820400951504e-06,0.999999294288385,153,598,"negative regulation of apoptotic process","BP"
"GO:0048518",1.8392339969218e-06,0.999998716660866,734,3579,"positive regulation of biological process","BP"
"GO:0002253",1.8615024655344e-06,0.999999391926776,70,227,"activation of immune response","BP"
"GO:0044403",2.04274343786268e-06,0.999999239590987,123,448,"symbiosis, encompassing mutualism through parasitism","BP"
"GO:0044419",2.04274343786268e-06,0.999999239590987,123,448,"interspecies interaction between organisms","BP"
"GO:0051704",2.05966811733604e-06,0.999998748331367,274,1163,"multi-organism process","BP"
"GO:0045637",2.13917247363536e-06,0.999999118280477,53,149,"regulation of myeloid cell differentiation","BP"
"04612",2.23332528494733e-06,0.999999449749566,26,54,"Antigen processing and presentation","KEGG"
"GO:0050670",2.28876789130041e-06,0.999999047667948,53,155,"regulation of lymphocyte proliferation","BP"
"GO:0070486",2.30748756965329e-06,0.999998940857449,97,341,"leukocyte aggregation","BP"
"GO:0008283",2.48336336411731e-06,0.999998476624587,290,1268,"cell proliferation","BP"
"GO:0008284",2.72126788064609e-06,0.99999863727796,143,559,"positive regulation of cell proliferation","BP"
"GO:0050853",2.8877533459031e-06,0.999999396044835,21,43,"B cell receptor signaling pathway","BP"
"GO:0044700",3.12251769476621e-06,0.999997693392443,662,3248,"single organism signaling","BP"
"GO:0002460",3.32355455159919e-06,0.999998504597615,60,186,"adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","BP"
"GO:0023052",3.43950831299209e-06,0.99999745691024,663,3256,"signaling","BP"
"GO:0007599",3.57183344371085e-06,0.999998625360381,44,125,"hemostasis","BP"
"GO:0007154",4.13400223037782e-06,0.999996888180895,670,3294,"cell communication","BP"
"GO:0006928",4.16150400523599e-06,0.999997328830278,256,1131,"movement of cell or subcellular component","BP"
"GO:0030193",4.90000124048898e-06,0.999998731891042,25,56,"regulation of blood coagulation","BP"
"GO:1900046",4.90000124048898e-06,0.999998731891042,25,56,"regulation of hemostasis","BP"
"GO:0030183",5.07841956427925e-06,0.999998334382306,33,87,"B cell differentiation","BP"
"GO:0019955",5.29227939902223e-06,0.999998475197245,28,67,"cytokine binding","MF"
"GO:1902105",5.31456299624154e-06,0.999997543769387,61,193,"regulation of leukocyte differentiation","BP"
"GO:0045638",5.3973969331431e-06,0.999998412456373,30,66,"negative regulation of myeloid cell differentiation","BP"
"GO:0007596",5.57644980623994e-06,0.9999978336327,43,123,"blood coagulation","BP"
"GO:1901566",5.63562331230212e-06,0.999996436339553,228,903,"organonitrogen compound biosynthetic process","BP"
"04640",5.79186565865253e-06,0.99999838482352,27,62,"Hematopoietic cell lineage","KEGG"
"GO:1901700",5.79221750361605e-06,0.999996407057865,196,822,"response to oxygen-containing compound","BP"
"GO:0071593",6.08795558101593e-06,0.999996901212694,94,336,"lymphocyte aggregation","BP"
"GO:1903707",6.76811453014659e-06,0.99999754137469,39,99,"negative regulation of hemopoiesis","BP"
"GO:0010033",6.9746002203483e-06,0.99999509282495,341,1557,"response to organic substance","BP"
"GO:0071887",7.06992889037599e-06,0.99999765951022,33,84,"leukocyte apoptotic process","BP"
"GO:0032879",7.46079997040696e-06,0.999994620441422,374,1728,"regulation of localization","BP"
"GO:0080134",7.83121066834172e-06,0.999995106882744,200,830,"regulation of response to stress","BP"
"GO:0002526",8.71178640214188e-06,0.999997368944718,29,68,"acute inflammatory response","BP"
"GO:0050817",8.96293452956037e-06,0.999996431516417,43,125,"coagulation","BP"
"GO:1904872",1.00174418984807e-05,0.999999209992177,11,15,"regulation of telomerase RNA localization to Cajal body","BP"
"GO:1904874",1.00174418984807e-05,0.999999209992177,11,15,"positive regulation of telomerase RNA localization to Cajal body","BP"
"GO:0005515",1.01420991097407e-05,0.999991893918567,1156,5845,"protein binding","MF"
"GO:0042110",1.01740270035915e-05,0.999994557103307,93,335,"T cell activation","BP"
"GO:0070489",1.01740270035915e-05,0.999994557103307,93,335,"T cell aggregation","BP"
"GO:0098609",1.0313288712018e-05,0.999993469511138,177,738,"cell-cell adhesion","BP"
"GO:0050818",1.05245482470085e-05,0.999997103194776,25,58,"regulation of coagulation","BP"
"GO:0002429",1.05530309654781e-05,0.999995932544393,40,114,"immune response-activating cell surface receptor signaling pathway","BP"
"GO:0050900",1.09005303852687e-05,0.999994900449347,59,185,"leukocyte migration","BP"
"GO:0048522",1.11533579816139e-05,0.999991272775644,668,3263,"positive regulation of cellular process","BP"
"GO:0002764",1.12007430767106e-05,0.999994704185066,63,208,"immune response-regulating signaling pathway","BP"
"GO:0071310",1.19683574117979e-05,0.999991670624193,265,1189,"cellular response to organic substance","BP"
"GO:1901701",1.31459978065218e-05,0.99999200106743,140,565,"cellular response to oxygen-containing compound","BP"
"GO:0002444",1.33307132746199e-05,0.999996156871174,26,61,"myeloid leukocyte mediated immunity","BP"
"GO:0002673",1.53280807377386e-05,0.999996791070957,19,36,"regulation of acute inflammatory response","BP"
"GO:0050866",1.5698225783655e-05,0.99999365869419,42,122,"negative regulation of cell activation","BP"
"GO:0098602",1.6986891964027e-05,0.999989431358649,142,572,"single organism cell adhesion","BP"
"GO:0070542",1.77322648230313e-05,0.999998337022414,11,16,"response to fatty acid","BP"
"GO:0042127",1.80482426358911e-05,0.999987487892252,235,1019,"regulation of cell proliferation","BP"
"GO:0042060",1.83320295476015e-05,0.999991060805943,65,222,"wound healing","BP"
"GO:0019884",2.27044033381917e-05,0.999995996516698,16,28,"antigen processing and presentation of exogenous antigen","BP"
"GO:0034987",2.30226072618167e-05,0.999998148826477,10,14,"immunoglobulin receptor binding","MF"
"GO:0006956",2.37697485555053e-05,0.999995335100271,17,32,"complement activation","BP"
"GO:0051716",2.40571947433923e-05,0.999980675660646,789,3948,"cellular response to stimulus","BP"
"GO:0050793",2.42090990572782e-05,0.999982056951128,346,1613,"regulation of developmental process","BP"
"GO:0006334",2.49973358964895e-05,0.99999059145288,38,90,"nucleosome assembly","BP"
"GO:0090670",2.57867372083986e-05,0.999997469573855,11,16,"RNA localization to Cajal body","BP"
"GO:0090671",2.57867372083986e-05,0.999997469573855,11,16,"telomerase RNA localization to Cajal body","BP"
"GO:0090672",2.57867372083986e-05,0.999997469573855,11,16,"telomerase RNA localization","BP"
"04380",2.62936870009709e-05,0.999990111932882,35,99,"Osteoclast differentiation","KEGG"
"GO:0002703",2.72881260324148e-05,0.999988479232748,43,130,"regulation of leukocyte mediated immunity","BP"
"GO:0009967",2.9736571547134e-05,0.99997959064239,208,899,"positive regulation of signal transduction","BP"
"GO:0002262",3.08677060404165e-05,0.999986618397457,45,136,"myeloid cell homeostasis","BP"
"GO:0006518",3.10490805985782e-05,0.999979848517436,161,606,"peptide metabolic process","BP"
"GO:0042098",3.18906400922822e-05,0.999985871587054,47,143,"T cell proliferation","BP"
"GO:0035556",3.19144825004194e-05,0.999976096492889,356,1664,"intracellular signal transduction","BP"
"GO:1902531",3.32578001264111e-05,0.999976423971578,239,1061,"regulation of intracellular signal transduction","BP"
"GO:0050864",3.37936161237064e-05,0.999987092288719,35,100,"regulation of B cell activation","BP"
"GO:0009966",3.64127967331224e-05,0.999972556059928,362,1696,"regulation of signal transduction","BP"
"GO:0022407",3.672169916033e-05,0.999980131479423,77,275,"regulation of cell-cell adhesion","BP"
"GO:0002675",3.83376857832335e-05,0.999994595030299,13,21,"positive regulation of acute inflammatory response","BP"
"GO:0042592",3.83545563074415e-05,0.999972547966439,251,1118,"homeostatic process","BP"
"GO:0000154",3.84852419223533e-05,0.9999945719564,13,21,"rRNA modification","BP"
"GO:0065008",4.19531402190623e-05,0.999967367570282,466,2238,"regulation of biological quality","BP"
"GO:0009611",4.33424057980578e-05,0.999976682459134,76,276,"response to wounding","BP"
"03050",4.33684343437453e-05,0.999989013296338,21,42,"Proteasome","KEGG"
"GO:0042129",4.4516828204701e-05,0.999981738146657,39,113,"regulation of T cell proliferation","BP"
"GO:0070227",4.49138967558548e-05,0.999986162538234,25,61,"lymphocyte apoptotic process","BP"
"GO:1903037",4.96982114110462e-05,0.999974640023917,63,213,"regulation of leukocyte cell-cell adhesion","BP"
"GO:0060326",5.04859209720934e-05,0.99997690795172,48,148,"cell chemotaxis","BP"
"GO:0045595",5.41902792592392e-05,0.999960880816553,250,1131,"regulation of cell differentiation","BP"
"GO:0016337",5.45264466963543e-05,0.999965317114465,130,526,"single organismal cell-cell adhesion","BP"
"GO:0050663",5.58669040593892e-05,0.999975777331453,42,129,"cytokine secretion","BP"
"GO:0030217",5.78374335738249e-05,0.99997117600322,57,194,"T cell differentiation","BP"
"04662",5.99687501162554e-05,0.999979723342915,27,73,"B cell receptor signaling pathway","KEGG"
"GO:0050729",6.4277301412535e-05,0.999978532753271,27,68,"positive regulation of inflammatory response","BP"
"GO:0050851",6.51976474864e-05,0.999974462658224,34,99,"antigen receptor-mediated signaling pathway","BP"
"GO:0032680",6.73535175409149e-05,0.999974237709879,33,91,"regulation of tumor necrosis factor production","BP"
"GO:0030155",6.80721177325604e-05,0.999957883447652,114,458,"regulation of cell adhesion","BP"
"GO:0031347",6.81354654817761e-05,0.999958701486548,106,400,"regulation of defense response","BP"
"GO:0002757",6.91037043790216e-05,0.999965074872441,58,198,"immune response-activating signal transduction","BP"
"05150",7.12519165217405e-05,0.999985110248595,16,31,"Staphylococcus aureus infection","KEGG"
"GO:2000026",7.4105105178411e-05,0.999945710735729,263,1205,"regulation of multicellular organismal development","BP"
"GO:0030246",7.69417091459786e-05,0.999964220248649,47,151,"carbohydrate binding","MF"
"GO:0000463",7.95560475836041e-05,0.999995707500826,8,10,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","BP"
"GO:0016032",8.05183917028629e-05,0.999950527485285,108,411,"viral process","BP"
"GO:0034101",8.08234239829618e-05,0.999966054723294,38,113,"erythrocyte homeostasis","BP"
"GO:0030154",8.18384875325381e-05,0.999934964967715,514,2514,"cell differentiation","BP"
"GO:0048514",8.32747401085419e-05,0.999951221856191,89,351,"blood vessel morphogenesis","BP"
"GO:0032640",8.56739301249519e-05,0.999966692860283,33,92,"tumor necrosis factor production","BP"
"GO:0002819",8.61186242633668e-05,0.999963655128977,38,114,"regulation of adaptive immune response","BP"
"GO:0002866",8.68485047410281e-05,0.999997359634597,7,8,"positive regulation of acute inflammatory response to antigenic stimulus","BP"
"GO:0002885",8.68485047410281e-05,0.999997359634597,7,8,"positive regulation of hypersensitivity","BP"
"GO:0042100",8.75870269311094e-05,0.999971259652833,25,65,"B cell proliferation","BP"
"GO:0043603",8.76174100130813e-05,0.999940103919244,175,686,"cellular amide metabolic process","BP"
"GO:0042267",8.78565173118711e-05,0.999979221438897,17,37,"natural killer cell mediated cytotoxicity","BP"
"GO:0044764",8.88629802102875e-05,0.999945112257815,108,412,"multi-organism cellular process","BP"
"GO:0002695",8.9412287114468e-05,0.999962712496719,37,110,"negative regulation of leukocyte activation","BP"
"GO:0031497",9.15732302951834e-05,0.999961309100561,40,104,"chromatin assembly","BP"
"GO:0098641",9.48095559556389e-05,0.999947558532367,73,264,"cadherin binding involved in cell-cell adhesion","MF"
"GO:0050863",9.65894964180741e-05,0.999950330308829,59,201,"regulation of T cell activation","BP"
"GO:0010647",9.91711438496746e-05,0.999928673421815,222,987,"positive regulation of cell communication","BP"
"GO:0002573",0.000102501051859877,0.999952509292404,45,145,"myeloid leukocyte differentiation","BP"
"GO:0006958",0.000102916599245552,0.999984066560552,12,21,"complement activation, classical pathway","BP"
"GO:1903555",0.000103491787421678,0.999959229469111,33,93,"regulation of tumor necrosis factor superfamily cytokine production","BP"
"GO:0031349",0.00010444529410654,0.999947057484071,56,188,"positive regulation of defense response","BP"
"GO:0023056",0.000104923060737612,0.999924397437738,223,993,"positive regulation of signaling","BP"
"GO:0050858",0.000107231834083025,0.999987423230717,10,16,"negative regulation of antigen receptor-mediated signaling pathway","BP"
"GO:0071840",0.000108138018084845,0.999910618440731,881,4391,"cellular component organization or biogenesis","BP"
"GO:0050878",0.000109380210716253,0.999943635538363,58,203,"regulation of body fluid levels","BP"
"GO:0050854",0.000111183020472533,0.999974368143556,16,35,"regulation of antigen receptor-mediated signaling pathway","BP"
"GO:0051240",0.000111791383022245,0.999919361045832,222,1002,"positive regulation of multicellular organismal process","BP"
"GO:0002237",0.000117727926577903,0.999938996893505,59,200,"response to molecule of bacterial origin","BP"
"GO:0001525",0.000119294850354747,0.999932383477327,76,291,"angiogenesis","BP"
"GO:0046983",0.000126072191755214,0.999910768532098,197,843,"protein dimerization activity","MF"
"GO:0071706",0.000130309814701786,0.999947850426472,33,94,"tumor necrosis factor superfamily cytokine production","BP"
"GO:0006897",0.000130335122420311,0.999919803728651,100,400,"endocytosis","BP"
"GO:0051250",0.000131663205584883,0.999947076488187,33,96,"negative regulation of lymphocyte activation","BP"
"GO:0023051",0.000135876854643926,0.999893852198739,396,1905,"regulation of signaling","BP"
"GO:0002761",0.000137066603115299,0.99994871522249,29,81,"regulation of myeloid leukocyte differentiation","BP"
"05140",0.000138879637445906,0.999957154498472,22,54,"Leishmaniasis","KEGG"
"GO:0050867",0.000141565556587164,0.999924850008597,61,215,"positive regulation of cell activation","BP"
"GO:0045765",0.000143675880056956,0.999933466109188,43,140,"regulation of angiogenesis","BP"
"GO:0061041",0.000154915405811928,0.999941432369634,29,82,"regulation of wound healing","BP"
"GO:0010646",0.000155763147688185,0.99987818306555,392,1887,"regulation of cell communication","BP"
"GO:0051099",0.000156448897214006,0.999931176027409,38,121,"positive regulation of binding","BP"
"GO:0002696",0.000163460032940547,0.99991369952534,59,207,"positive regulation of leukocyte activation","BP"
"GO:0098632",0.000169902911275886,0.99990362712594,73,269,"protein binding involved in cell-cell adhesion","MF"
"GO:0050855",0.000169927953284487,0.999985159106505,8,12,"regulation of B cell receptor signaling pathway","BP"
"GO:0002478",0.000170600959482005,0.999969427382076,13,23,"antigen processing and presentation of exogenous peptide antigen","BP"
"GO:0030168",0.000177705810747778,0.999938039443334,25,68,"platelet activation","BP"
"GO:0044699",0.000183506967130658,0.999847429764571,1540,8049,"single-organism process","BP"
"GO:0002455",0.000185704522606689,0.999958338080481,15,31,"humoral immune response mediated by circulating immunoglobulin","BP"
"GO:0004871",0.000198633722707241,0.999863429987133,155,679,"signal transducer activity","MF"
"GO:0045296",0.000208001397117842,0.999880094715008,75,280,"cadherin binding","MF"
"GO:0002706",0.00021229487381779,0.999911707222647,33,99,"regulation of lymphocyte mediated immunity","BP"
"GO:0002883",0.000214938672476504,0.999982973263131,8,11,"regulation of hypersensitivity","BP"
"GO:0048513",0.00022582564239388,0.999821104057033,418,2032,"animal organ development","BP"
"GO:0002228",0.000231129780174551,0.999939047198008,17,39,"natural killer cell mediated immunity","BP"
"GO:1901342",0.000232182964285464,0.999887300478522,45,152,"regulation of vasculature development","BP"
"GO:0098631",0.000232986386739904,0.999866155837736,73,272,"protein binding involved in cell adhesion","MF"
"GO:1903039",0.00023730059414919,0.999888367559629,42,136,"positive regulation of leukocyte cell-cell adhesion","BP"
"GO:0071345",0.000240770692969118,0.999856859025418,81,312,"cellular response to cytokine stimulus","BP"
"GO:0006910",0.000248879661335773,0.999959691756434,11,20,"phagocytosis, recognition","BP"
"GO:0030218",0.000249238706030135,0.999893689148703,34,103,"erythrocyte differentiation","BP"
"GO:0006333",0.000255511954636266,0.999880325285413,43,123,"chromatin assembly or disassembly","BP"
"GO:0009615",0.000255647682763775,0.999856075827408,68,243,"response to virus","BP"
"GO:1990266",0.000258976196677191,0.999913146228032,23,58,"neutrophil migration","BP"
"GO:2000106",0.00027028755360604,0.999900619781023,26,71,"regulation of leukocyte apoptotic process","BP"
"GO:0003823",0.000277068437355015,0.999904027585272,24,61,"antigen binding","MF"
"GO:0050839",0.000279830241206007,0.999825523224919,95,380,"cell adhesion molecule binding","MF"
"GO:0032496",0.000282239804618053,0.999852108240041,54,184,"response to lipopolysaccharide","BP"
"GO:0051251",0.000301100805913671,0.999841226117097,54,190,"positive regulation of lymphocyte activation","BP"
"GO:0019886",0.000303691869537095,0.999967886695124,9,13,"antigen processing and presentation of exogenous peptide antigen via MHC class II","BP"
"GO:0048869",0.000313240560388047,0.999744431397407,554,2757,"cellular developmental process","BP"
"GO:0072376",0.00031509847442117,0.999915202862192,17,38,"protein activation cascade","BP"
"GO:0002437",0.000317562456312261,0.999914475974941,17,38,"inflammatory response to antigenic stimulus","BP"
"GO:1902533",0.000321165725930011,0.999780439629434,141,598,"positive regulation of intracellular signal transduction","BP"
"GO:0043043",0.000340715188794937,0.999769679774426,136,519,"peptide biosynthetic process","BP"
"GO:0070665",0.00034328557010706,0.999850253189717,34,105,"positive regulation of leukocyte proliferation","BP"
"GO:0030595",0.000347079664128993,0.999843055078061,37,113,"leukocyte chemotaxis","BP"
"GO:0048731",0.000373323995740528,0.999694410330145,558,2800,"system development","BP"
"GO:0007167",0.000377538247013842,0.999747138441896,123,539,"enzyme linked receptor protein signaling pathway","BP"
"GO:0002762",0.000379850268827002,0.999918292500069,13,27,"negative regulation of myeloid leukocyte differentiation","BP"
"GO:0042274",0.000381441076301367,0.999856416227673,27,67,"ribosomal small subunit biogenesis","BP"
"04614",0.000385849764480014,0.999970083039672,7,10,"Renin-angiotensin system","KEGG"
"GO:0072358",0.000394555335455965,0.999743794082526,106,450,"cardiovascular system development","BP"
"GO:0001944",0.000405916708078152,0.999737281931652,104,441,"vasculature development","BP"
"GO:0043903",0.000409532695211148,0.999760667257175,72,259,"regulation of symbiosis, encompassing mutualism through parasitism","BP"
"GO:0001820",0.000410047064021715,0.999985584680409,6,7,"serotonin secretion","BP"
"GO:0006412",0.000416513035716356,0.999718326476297,132,503,"translation","BP"
"GO:0032946",0.000423941142160399,0.999815098590089,33,102,"positive regulation of mononuclear cell proliferation","BP"
"GO:0048002",0.000440563341635481,0.999866277523489,19,44,"antigen processing and presentation of peptide antigen","BP"
"GO:0019763",0.000447971661633298,1,5,5,"immunoglobulin receptor activity","MF"
"GO:0030593",0.000450587645702819,0.99985596786163,20,49,"neutrophil chemotaxis","BP"
"GO:0006911",0.000454469256706869,0.999877268904901,16,37,"phagocytosis, engulfment","BP"
"GO:0001568",0.000468498249411569,0.999698010607941,100,423,"blood vessel development","BP"
"GO:0002524",0.000468582607872366,0.999951718629047,8,12,"hypersensitivity","BP"
"GO:0042102",0.000485171635812871,0.999816736329947,25,70,"positive regulation of T cell proliferation","BP"
"GO:0018195",0.000505988363385612,0.999958775403438,7,10,"peptidyl-arginine modification","BP"
"00970",0.00051177555371431,0.999850949496388,17,42,"Aminoacyl-tRNA biosynthesis","KEGG"
"GO:0002886",0.000513517485169551,0.999867089968887,15,34,"regulation of myeloid leukocyte mediated immunity","BP"
"GO:0009306",0.000524447785471388,0.999673506207365,86,343,"protein secretion","BP"
"GO:0044281",0.00052475784693315,0.999601569384679,253,1131,"small molecule metabolic process","BP"
"GO:0097530",0.000526086354443712,0.999800636652156,25,69,"granulocyte migration","BP"
"GO:0007169",0.000530666293156472,0.999669521364261,85,354,"transmembrane receptor protein tyrosine kinase signaling pathway","BP"
"GO:0048733",0.00054868106841899,0.999983114703683,5,6,"sebaceous gland development","BP"
"GO:0032103",0.000552100862445354,0.999715304025324,47,159,"positive regulation of response to external stimulus","BP"
"GO:0002864",0.00057156032126127,0.999939117837944,8,12,"regulation of acute inflammatory response to antigenic stimulus","BP"
